image_path,labels
garbage_classification\paper\paper871.jpg,paper
garbage_classification\clothes\clothes4923.jpg,clothes
garbage_classification\plastic\plastic138.jpg,plastic
garbage_classification\clothes\clothes2901.jpg,clothes
garbage_classification\green-glass\green-glass242.jpg,green-glass
garbage_classification\biological\biological424.jpg,biological
garbage_classification\clothes\clothes2825.jpg,clothes
garbage_classification\shoes\shoes1591.jpg,shoes
garbage_classification\paper\paper843.jpg,paper
garbage_classification\white-glass\white-glass468.jpg,white-glass
garbage_classification\biological\biological372.jpg,biological
garbage_classification\paper\paper492.jpg,paper
garbage_classification\paper\paper313.jpg,paper
garbage_classification\paper\paper780.jpg,paper
garbage_classification\battery\battery921.jpg,battery
garbage_classification\shoes\shoes2.jpg,shoes
garbage_classification\paper\paper557.jpg,paper
garbage_classification\clothes\clothes4398.jpg,clothes
garbage_classification\clothes\clothes3692.jpg,clothes
garbage_classification\green-glass\green-glass429.jpg,green-glass
garbage_classification\shoes\shoes1073.jpg,shoes
garbage_classification\brown-glass\brown-glass206.jpg,brown-glass
garbage_classification\clothes\clothes2660.jpg,clothes
garbage_classification\shoes\shoes1081.jpg,shoes
garbage_classification\biological\biological38.jpg,biological
garbage_classification\clothes\clothes2486.jpg,clothes
garbage_classification\shoes\shoes643.jpg,shoes
garbage_classification\green-glass\green-glass431.jpg,green-glass
garbage_classification\biological\biological262.jpg,biological
garbage_classification\plastic\plastic447.jpg,plastic
garbage_classification\white-glass\white-glass37.jpg,white-glass
garbage_classification\shoes\shoes75.jpg,shoes
garbage_classification\clothes\clothes869.jpg,clothes
garbage_classification\brown-glass\brown-glass23.jpg,brown-glass
garbage_classification\shoes\shoes1742.jpg,shoes
garbage_classification\shoes\shoes1434.jpg,shoes
garbage_classification\paper\paper82.jpg,paper
garbage_classification\clothes\clothes2140.jpg,clothes
garbage_classification\clothes\clothes4423.jpg,clothes
garbage_classification\battery\battery160.jpg,battery
garbage_classification\clothes\clothes4703.jpg,clothes
garbage_classification\cardboard\cardboard765.jpg,cardboard
garbage_classification\clothes\clothes959.jpg,clothes
garbage_classification\trash\trash447.jpg,trash
garbage_classification\clothes\clothes847.jpg,clothes
garbage_classification\clothes\clothes3747.jpg,clothes
garbage_classification\shoes\shoes1062.jpg,shoes
garbage_classification\clothes\clothes458.jpg,clothes
garbage_classification\clothes\clothes3868.jpg,clothes
garbage_classification\clothes\clothes4145.jpg,clothes
garbage_classification\plastic\plastic761.jpg,plastic
garbage_classification\clothes\clothes3859.jpg,clothes
garbage_classification\battery\battery339.jpg,battery
garbage_classification\white-glass\white-glass61.jpg,white-glass
garbage_classification\white-glass\white-glass361.jpg,white-glass
garbage_classification\trash\trash18.jpg,trash
garbage_classification\white-glass\white-glass1.jpg,white-glass
garbage_classification\shoes\shoes87.jpg,shoes
garbage_classification\clothes\clothes3833.jpg,clothes
garbage_classification\paper\paper941.jpg,paper
garbage_classification\white-glass\white-glass384.jpg,white-glass
garbage_classification\cardboard\cardboard10.jpg,cardboard
garbage_classification\clothes\clothes3684.jpg,clothes
garbage_classification\clothes\clothes229.jpg,clothes
garbage_classification\shoes\shoes219.jpg,shoes
garbage_classification\clothes\clothes2436.jpg,clothes
garbage_classification\biological\biological518.jpg,biological
garbage_classification\clothes\clothes3779.jpg,clothes
garbage_classification\shoes\shoes216.jpg,shoes
garbage_classification\clothes\clothes4810.jpg,clothes
garbage_classification\clothes\clothes4869.jpg,clothes
garbage_classification\clothes\clothes4658.jpg,clothes
garbage_classification\shoes\shoes301.jpg,shoes
garbage_classification\white-glass\white-glass707.jpg,white-glass
garbage_classification\clothes\clothes3083.jpg,clothes
garbage_classification\white-glass\white-glass9.jpg,white-glass
garbage_classification\paper\paper705.jpg,paper
garbage_classification\green-glass\green-glass189.jpg,green-glass
garbage_classification\clothes\clothes2887.jpg,clothes
garbage_classification\paper\paper136.jpg,paper
garbage_classification\shoes\shoes1379.jpg,shoes
garbage_classification\biological\biological888.jpg,biological
garbage_classification\plastic\plastic39.jpg,plastic
garbage_classification\biological\biological308.jpg,biological
garbage_classification\trash\trash460.jpg,trash
garbage_classification\clothes\clothes5099.jpg,clothes
garbage_classification\trash\trash100.jpg,trash
garbage_classification\green-glass\green-glass525.jpg,green-glass
garbage_classification\white-glass\white-glass367.jpg,white-glass
garbage_classification\brown-glass\brown-glass533.jpg,brown-glass
garbage_classification\paper\paper328.jpg,paper
garbage_classification\shoes\shoes1076.jpg,shoes
garbage_classification\shoes\shoes880.jpg,shoes
garbage_classification\trash\trash528.jpg,trash
garbage_classification\cardboard\cardboard847.jpg,cardboard
garbage_classification\white-glass\white-glass472.jpg,white-glass
garbage_classification\cardboard\cardboard432.jpg,cardboard
garbage_classification\clothes\clothes2252.jpg,clothes
garbage_classification\biological\biological651.jpg,biological
garbage_classification\paper\paper915.jpg,paper
garbage_classification\metal\metal407.jpg,metal
garbage_classification\paper\paper633.jpg,paper
garbage_classification\cardboard\cardboard188.jpg,cardboard
garbage_classification\shoes\shoes975.jpg,shoes
garbage_classification\metal\metal620.jpg,metal
garbage_classification\clothes\clothes436.jpg,clothes
garbage_classification\clothes\clothes4748.jpg,clothes
garbage_classification\trash\trash177.jpg,trash
garbage_classification\metal\metal78.jpg,metal
garbage_classification\shoes\shoes1070.jpg,shoes
garbage_classification\biological\biological984.jpg,biological
garbage_classification\clothes\clothes4667.jpg,clothes
garbage_classification\clothes\clothes2537.jpg,clothes
garbage_classification\white-glass\white-glass533.jpg,white-glass
garbage_classification\plastic\plastic307.jpg,plastic
garbage_classification\brown-glass\brown-glass252.jpg,brown-glass
garbage_classification\trash\trash407.jpg,trash
garbage_classification\plastic\plastic425.jpg,plastic
garbage_classification\biological\biological935.jpg,biological
garbage_classification\clothes\clothes1086.jpg,clothes
garbage_classification\plastic\plastic645.jpg,plastic
garbage_classification\brown-glass\brown-glass268.jpg,brown-glass
garbage_classification\battery\battery103.jpg,battery
garbage_classification\clothes\clothes625.jpg,clothes
garbage_classification\green-glass\green-glass295.jpg,green-glass
garbage_classification\clothes\clothes4900.jpg,clothes
garbage_classification\battery\battery393.jpg,battery
garbage_classification\trash\trash102.jpg,trash
garbage_classification\plastic\plastic655.jpg,plastic
garbage_classification\plastic\plastic532.jpg,plastic
garbage_classification\clothes\clothes383.jpg,clothes
garbage_classification\shoes\shoes1138.jpg,shoes
garbage_classification\clothes\clothes4399.jpg,clothes
garbage_classification\plastic\plastic664.jpg,plastic
garbage_classification\clothes\clothes3728.jpg,clothes
garbage_classification\plastic\plastic618.jpg,plastic
garbage_classification\clothes\clothes1702.jpg,clothes
garbage_classification\paper\paper500.jpg,paper
garbage_classification\shoes\shoes1960.jpg,shoes
garbage_classification\paper\paper718.jpg,paper
garbage_classification\clothes\clothes178.jpg,clothes
garbage_classification\shoes\shoes937.jpg,shoes
garbage_classification\clothes\clothes342.jpg,clothes
garbage_classification\battery\battery332.jpg,battery
garbage_classification\clothes\clothes4421.jpg,clothes
garbage_classification\clothes\clothes5066.jpg,clothes
garbage_classification\clothes\clothes2612.jpg,clothes
garbage_classification\metal\metal566.jpg,metal
garbage_classification\clothes\clothes1893.jpg,clothes
garbage_classification\clothes\clothes1289.jpg,clothes
garbage_classification\battery\battery489.jpg,battery
garbage_classification\shoes\shoes631.jpg,shoes
garbage_classification\clothes\clothes4800.jpg,clothes
garbage_classification\brown-glass\brown-glass467.jpg,brown-glass
garbage_classification\green-glass\green-glass102.jpg,green-glass
garbage_classification\clothes\clothes2484.jpg,clothes
garbage_classification\metal\metal462.jpg,metal
garbage_classification\clothes\clothes886.jpg,clothes
garbage_classification\shoes\shoes848.jpg,shoes
garbage_classification\clothes\clothes1767.jpg,clothes
garbage_classification\clothes\clothes2325.jpg,clothes
garbage_classification\clothes\clothes2855.jpg,clothes
garbage_classification\shoes\shoes687.jpg,shoes
garbage_classification\shoes\shoes1664.jpg,shoes
garbage_classification\metal\metal643.jpg,metal
garbage_classification\plastic\plastic626.jpg,plastic
garbage_classification\white-glass\white-glass99.jpg,white-glass
garbage_classification\battery\battery432.jpg,battery
garbage_classification\shoes\shoes1854.jpg,shoes
garbage_classification\white-glass\white-glass20.jpg,white-glass
garbage_classification\plastic\plastic23.jpg,plastic
garbage_classification\clothes\clothes2610.jpg,clothes
garbage_classification\white-glass\white-glass766.jpg,white-glass
garbage_classification\shoes\shoes1278.jpg,shoes
garbage_classification\clothes\clothes766.jpg,clothes
garbage_classification\cardboard\cardboard99.jpg,cardboard
garbage_classification\clothes\clothes3600.jpg,clothes
garbage_classification\clothes\clothes4702.jpg,clothes
garbage_classification\plastic\plastic240.jpg,plastic
garbage_classification\white-glass\white-glass503.jpg,white-glass
garbage_classification\plastic\plastic494.jpg,plastic
garbage_classification\paper\paper377.jpg,paper
garbage_classification\clothes\clothes3628.jpg,clothes
garbage_classification\biological\biological203.jpg,biological
garbage_classification\clothes\clothes5227.jpg,clothes
garbage_classification\clothes\clothes2830.jpg,clothes
garbage_classification\clothes\clothes2666.jpg,clothes
garbage_classification\clothes\clothes1603.jpg,clothes
garbage_classification\clothes\clothes1635.jpg,clothes
garbage_classification\clothes\clothes5142.jpg,clothes
garbage_classification\clothes\clothes1868.jpg,clothes
garbage_classification\clothes\clothes1206.jpg,clothes
garbage_classification\plastic\plastic66.jpg,plastic
garbage_classification\shoes\shoes38.jpg,shoes
garbage_classification\shoes\shoes1807.jpg,shoes
garbage_classification\clothes\clothes143.jpg,clothes
garbage_classification\biological\biological703.jpg,biological
garbage_classification\shoes\shoes261.jpg,shoes
garbage_classification\shoes\shoes1099.jpg,shoes
garbage_classification\trash\trash81.jpg,trash
garbage_classification\clothes\clothes1996.jpg,clothes
garbage_classification\clothes\clothes3724.jpg,clothes
garbage_classification\green-glass\green-glass255.jpg,green-glass
garbage_classification\white-glass\white-glass152.jpg,white-glass
garbage_classification\brown-glass\brown-glass240.jpg,brown-glass
garbage_classification\clothes\clothes1028.jpg,clothes
garbage_classification\clothes\clothes2931.jpg,clothes
garbage_classification\brown-glass\brown-glass464.jpg,brown-glass
garbage_classification\metal\metal700.jpg,metal
garbage_classification\clothes\clothes2864.jpg,clothes
garbage_classification\clothes\clothes5271.jpg,clothes
garbage_classification\plastic\plastic342.jpg,plastic
garbage_classification\cardboard\cardboard80.jpg,cardboard
garbage_classification\paper\paper43.jpg,paper
garbage_classification\battery\battery674.jpg,battery
garbage_classification\trash\trash549.jpg,trash
garbage_classification\plastic\plastic440.jpg,plastic
garbage_classification\clothes\clothes2301.jpg,clothes
garbage_classification\cardboard\cardboard644.jpg,cardboard
garbage_classification\metal\metal243.jpg,metal
garbage_classification\clothes\clothes4284.jpg,clothes
garbage_classification\plastic\plastic243.jpg,plastic
garbage_classification\green-glass\green-glass333.jpg,green-glass
garbage_classification\plastic\plastic550.jpg,plastic
garbage_classification\cardboard\cardboard54.jpg,cardboard
garbage_classification\clothes\clothes5029.jpg,clothes
garbage_classification\shoes\shoes1936.jpg,shoes
garbage_classification\trash\trash244.jpg,trash
garbage_classification\biological\biological382.jpg,biological
garbage_classification\green-glass\green-glass267.jpg,green-glass
garbage_classification\clothes\clothes3874.jpg,clothes
garbage_classification\clothes\clothes3587.jpg,clothes
garbage_classification\cardboard\cardboard520.jpg,cardboard
garbage_classification\clothes\clothes3282.jpg,clothes
garbage_classification\brown-glass\brown-glass139.jpg,brown-glass
garbage_classification\battery\battery497.jpg,battery
garbage_classification\clothes\clothes3459.jpg,clothes
garbage_classification\cardboard\cardboard313.jpg,cardboard
garbage_classification\clothes\clothes2546.jpg,clothes
garbage_classification\battery\battery628.jpg,battery
